Geneid,Gene Type,Product Description,BD,BD.1,BD.2,BP,BP.1,BP.2,DA,DA.1,DA.2,DD,DD.1,DD.2,DP,DP.1,DP.2
AGAP001451,protein coding gene,unspecified product,1127,852,907,706,685,732,361,857,185,649,757,566,591,414,575
AGAP001452,protein coding gene,ubiquitin-conjugating enzyme E2 Q,2186,1562,1410,1611,1397,1608,1343,2057,1086,1945,2041,1503,1166,789,1130
AGAP001453,protein coding gene,unspecified product,204,170,109,184,141,164,77,123,54,121,104,115,124,108,124
AGAP001454,protein coding gene,unspecified product,195,219,170,164,156,168,112,153,68,151,137,139,123,89,127
AGAP001455,protein coding gene,unspecified product,2614,2111,1852,1943,1774,1989,1213,2271,867,2189,2027,1828,1262,1072,1350
AGAP001458,protein coding gene,mono-ADP-ribosyltransferase sirtuin 6,68,62,51,91,51,53,104,126,44,134,108,64,63,33,57
AGAP001459,protein coding gene,60S ribosomal protein L17 [Source:UniProtKB/Swiss-Prot;Acc:A0NGY0],22561,21137,18038,17242,17831,15900,10137,21427,7032,20987,21174,20091,9969,10233,14011
AGAP001460,protein coding gene,unspecified product,1573,1252,1082,866,878,916,539,1157,300,1124,1053,801,709,587,818
AGAP001461,protein coding gene,JNK1/MAPK8-associated membrane protein,260,205,188,198,208,192,108,271,50,237,240,229,111,109,161
AGAP001462,protein coding gene,unspecified product,221,169,165,124,110,110,86,160,88,178,175,135,85,63,77
AGAP001463,protein coding gene,vacuolar protein sorting 33B,217,197,157,130,131,161,100,259,39,217,196,160,109,92,98
AGAP001464,protein coding gene,cyclic AMP-responsive element-binding protein 3,3735,3319,3175,2404,2413,2442,1505,3665,1019,3168,3326,2974,1835,1283,1818
AGAP001468,protein coding gene,unspecified product,942,861,856,639,908,640,774,1108,386,1726,2818,1178,633,417,640
AGAP001469,protein coding gene,"Protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF) interacting protein (liprin)",1880,1492,1343,1420,1223,1467,1197,1513,834,1250,1603,1172,988,721,872
AGAP001470,protein coding gene,unspecified product,96,81,73,135,59,114,27,105,17,142,176,264,48,64,73
AGAP001471,protein coding gene,3-phosphoinositide dependent protein kinase-1,511,371,311,315,300,329,306,488,173,344,376,361,258,175,212
AGAP001472,protein coding gene,SAP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4GCP8],677,598,505,548,485,532,386,749,267,688,644,531,364,260,349
AGAP001473,protein coding gene,propionyl-CoA synthetase,369,541,403,528,377,550,178,596,60,403,498,370,363,299,391
AGAP001474,protein coding gene,myosuppressin,374,365,327,389,375,248,272,409,179,377,416,372,191,200,174
AGAP001475,protein coding gene,C2 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4GC29],1252,1087,801,872,765,951,562,896,351,849,832,712,525,380,511
AGAP001476,protein coding gene,Innexin inx2,2076,1887,1555,2332,2224,2023,1221,2293,707,1836,2252,1855,1792,1403,2034
AGAP001477,protein coding gene,Innexin inx2,924,792,695,855,915,699,392,987,256,662,866,788,610,434,567
AGAP001478,protein coding gene,ionotropic receptor NMDAR1,524,388,360,443,411,358,278,453,227,344,331,284,304,237,297
AGAP001480,protein coding gene,unspecified product,2130,1783,1852,2350,2070,1730,1442,2543,1550,1549,2232,2026,1530,1258,1338
AGAP001481,protein coding gene,biotin--protein ligase,979,842,705,858,820,740,513,877,336,828,852,740,449,457,643
AGAP001482,protein coding gene,unspecified product,1613,1533,1318,1363,1264,1050,805,1764,650,1757,1724,1591,991,870,948
AGAP001483,protein coding gene,Homeobox domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4GC39],4,3,6,4,3,3,4,6,2,5,2,3,1,2,2
AGAP001484,protein coding gene,AP-3 complex subunit mu,291,320,226,276,222,260,257,382,127,342,425,263,126,124,166
AGAP001485,protein coding gene,unspecified product,182,181,137,72,78,87,65,156,26,123,212,83,41,55,55
AGAP001486,protein coding gene,unspecified product,1483,1375,1513,872,734,1226,734,1255,367,1215,1539,872,608,509,669
AGAP001487,protein coding gene,unspecified product,370,339,324,372,335,362,209,278,125,252,266,187,196,156,169
AGAP001488,protein coding gene,innexin 2,3354,3022,2666,3170,2897,3058,1687,3227,1403,2678,3412,2337,2708,2355,3228
AGAP001490,protein coding gene,26S proteasome non-ATPase regulatory subunit 5,255,331,222,183,188,196,131,250,86,220,244,225,98,83,140
AGAP001491,protein coding gene,Leucine-rich repeat-containing protein 57,290,356,279,285,289,247,186,365,83,344,320,281,174,143,169
AGAP001492,protein coding gene,unspecified product,412,355,291,266,251,334,209,342,111,404,391,302,148,153,164
AGAP001493,protein coding gene,unspecified product,27,20,21,23,19,19,13,31,4,17,25,19,23,9,18
AGAP001495,protein coding gene,homeobox protein Unc-4,31,30,25,23,45,23,29,57,15,39,55,30,14,19,18
AGAP001496,protein coding gene,unspecified product,2555,2176,2266,2368,2246,2139,1161,2532,584,2006,1966,1745,2086,1498,1937
AGAP001497,protein coding gene,"Alpha-actinin, sarcomeric [Source:UniProtKB/Swiss-Prot;Acc:Q7PKQ5]",14986,14627,15271,9197,8665,12748,6418,11539,5493,11868,12160,8589,8151,6449,7665
AGAP001498,protein coding gene,putative opioid receptor,39,48,43,30,29,30,14,32,6,30,67,16,17,18,22
AGAP001499,protein coding gene,unspecified product,788,651,629,481,477,575,492,587,315,951,1094,597,290,260,337
AGAP001500,protein coding gene,unspecified product,733,595,468,482,493,466,311,651,197,623,543,449,337,275,316
AGAP001501,protein coding gene,Regucalcin protein,789,628,612,570,554,803,311,894,199,597,541,642,475,485,708
AGAP001502,protein coding gene,mitochondrial 10 kDa heat shock protein,1742,1691,1306,1365,1371,1449,1076,2371,598,2427,2247,2108,1396,1385,1736
AGAP001503,protein coding gene,separase,21,10,14,9,17,10,7,12,3,9,14,9,18,11,13
AGAP001504,protein coding gene,unspecified product,126,194,135,220,181,116,165,226,134,197,199,155,102,74,100
AGAP001505,protein coding gene,Transmembrane emp24 protein transport domain containing 1b,356,331,280,258,245,236,145,288,94,268,232,242,146,161,164
AGAP001506,protein coding gene,"guanine nucleotide-binding protein subunit beta, other",4007,3659,3039,2170,2166,1838,1723,3246,710,2862,3487,2905,1261,1302,1495
AGAP001507,protein coding gene,"procollagen-lysine, 2-oxoglutarate 5-dioxygenase",2064,1127,1396,824,848,1629,302,976,121,929,909,1042,719,466,904
AGAP001508,protein coding gene,unspecified product,446,422,1100,20,26,275,162,259,130,2001,6526,232,4,27,30
AGAP001509,protein coding gene,unspecified product,3,16,2,3,0,3,0,5,5,7,67,1,2,2,3
AGAP001510,protein coding gene,unspecified product,1,29,5,5,6,3,0,1,1,2,21,0,1,2,4
AGAP001511,protein coding gene,unspecified product,633,639,797,342,283,550,311,1411,137,931,1404,696,238,242,442
AGAP001512,protein coding gene,glutamate--cysteine ligase catalytic subunit,1172,1217,878,1177,1093,1285,1122,1337,426,1636,2459,1114,877,641,777
AGAP001513,protein coding gene,kelch-like protein 1/4/5,500,347,366,341,315,269,208,468,106,440,404,348,204,216,346
AGAP001514,protein coding gene,pre-mRNA 3'-end-processing factor FIP1,209,162,153,117,105,134,111,181,81,202,163,157,125,83,103
AGAP001515,protein coding gene,unspecified product,4721,4328,4527,4246,3860,5089,3623,5956,2397,5493,5707,4587,2142,1485,2483
AGAP001518,protein coding gene,unspecified product,1676,1316,1120,1187,1035,1250,894,1487,779,1204,1234,1093,912,634,830
AGAP001519,protein coding gene,pre-mRNA-splicing helicase BRR2,2496,2149,1683,1476,1473,1571,891,2008,389,2012,2486,1568,1141,944,1303
AGAP001520,protein coding gene,"protein phosphatase 1, regulatory (inhibitor) subunit 3",7521,6189,5015,7590,6857,5354,4654,10814,3936,4376,7429,6793,4252,2804,3501
AGAP001521,protein coding gene,unspecified product,484,433,350,570,380,420,361,577,206,533,500,398,282,224,310
AGAP001522,protein coding gene,Thyroid receptor-interacting protein 13,240,140,144,182,141,157,104,201,57,250,223,189,99,113,151
AGAP001523,protein coding gene,ATP-binding cassette transporter (ABC transporter) family A member 7 [Source:UniProtKB/TrEMBL;Acc:A0A1S4GC68],4992,3741,3785,2676,3058,3696,1692,3058,947,4271,3423,2787,2173,1686,2449
AGAP001524,protein coding gene,unspecified product,40,31,43,24,18,30,19,35,10,49,65,17,26,24,27
AGAP001525,protein coding gene,unspecified product,348,292,234,318,285,267,302,374,216,438,471,320,215,190,262
AGAP001526,protein coding gene,RIO kinase 2,706,783,598,795,642,742,556,881,368,687,678,634,642,417,582
AGAP001527,protein coding gene,golgi-specific brefeldin a-resistance factor,1459,1146,1033,781,865,824,325,1067,138,1256,1157,1071,702,507,782
AGAP001528,protein coding gene,unspecified product,82,62,57,50,44,60,44,79,25,91,81,66,36,41,36
AGAP001529,protein coding gene,H/ACA ribonucleoprotein complex subunit [Source:UniProtKB/TrEMBL;Acc:Q7PXR0],358,332,269,306,262,246,105,237,82,247,227,297,244,195,275
AGAP001530,protein coding gene,unspecified product,69,78,67,62,79,44,36,102,25,94,82,83,39,28,58
AGAP001531,protein coding gene,sodium-independent sulfate anion transporter,61,46,36,44,59,29,12,22,1,61,38,34,45,38,60
AGAP001533,protein coding gene,Rab3 GTPase-activating protein regulatory subunit,780,654,517,449,422,517,283,595,118,602,588,465,298,243,315
AGAP001534,protein coding gene,unspecified product,1053,741,737,626,551,670,284,771,95,616,701,595,353,293,385
AGAP001535,protein coding gene,histone-lysine N-methyltransferase ASH1L,3338,2519,2466,1760,1814,1840,877,2403,373,2186,2112,1781,1471,1100,1344
AGAP001536,protein coding gene,unspecified product,7925,6435,6252,8626,7670,8320,6685,5779,5105,4975,8942,4678,4382,3494,4086
AGAP001537,protein coding gene,chromosome transmission fidelity protein 1,107,74,56,43,37,57,25,54,21,84,34,33,44,37,44
AGAP001538,protein coding gene,splicing factor 3B subunit 4,222,155,152,123,144,121,116,239,35,219,200,162,109,92,133
AGAP001539,protein coding gene,histone acetyltransferase HTATIP,129,84,76,85,71,90,131,154,96,110,88,94,63,39,52
AGAP001543,protein coding gene,cuticular protein TWDL family (TWDL11),0,2,0,3,1,1,0,1,0,0,4,3,2,3,5
AGAP001544,protein coding gene,tripartite motif-containing protein 37,392,234,125,221,194,189,164,356,50,488,426,357,171,155,292
AGAP001545,protein coding gene,ribosomal biogenesis protein RLP24,4385,4255,3494,4024,3972,3201,2291,4478,907,4185,4393,4227,2465,2006,2912
AGAP001546,protein coding gene,Neither inactivation nor afterpotential protein G,710,633,510,255,328,229,295,627,197,586,546,551,154,141,168
AGAP001547,ncRNA gene,unspecified product,0,0,0,0,1,0,0,0,0,3,1,1,0,0,0
AGAP001548,protein coding gene,Stress-associated endoplasmic reticulum protein 2,6051,5111,5416,6624,6096,5397,3445,6278,1989,6277,5104,4928,4387,3167,4345
AGAP001549,protein coding gene,unspecified product,1201,1117,1006,1043,912,917,768,1234,468,1186,1151,973,694,524,773
AGAP001550,protein coding gene,sodium-coupled monocarboxylate transporter 1,550,514,553,420,517,398,179,488,67,613,754,622,281,196,358
AGAP001551,protein coding gene,G patch domain and KOW motifs-containing protein,271,174,184,218,125,216,216,254,198,256,223,174,148,95,108
AGAP001552,protein coding gene,juvenile hormone-inducible protein,56,39,50,41,46,85,21,44,8,33,42,28,42,39,56
AGAP001553,protein coding gene,unspecified product,12,9,8,9,3,5,0,8,0,8,5,3,2,6,3
AGAP001554,protein coding gene,Fibrinogen C-terminal domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4GCF9],25,18,19,20,29,16,21,35,9,36,31,25,17,10,4
AGAP001555,protein coding gene,unspecified product,325,299,241,287,242,260,274,351,127,352,479,294,162,131,198
AGAP001556,protein coding gene,odorant-binding protein antennal 7,309,308,297,194,337,276,169,342,128,145,255,189,87,64,139
AGAP001557,protein coding gene,"solute carrier family 12 (sodium/potassium/chloride transporter), member 2",1312,1236,1104,1399,1247,1293,514,1093,228,914,1295,840,903,696,841
AGAP001558,protein coding gene,putative gonadotrophin releasing hormone receptor 2,90,112,87,71,53,81,91,117,47,90,183,94,35,49,41
AGAP001559,protein coding gene,RNA polymerase-associated protein CTR9,1096,967,862,697,762,770,406,1026,187,944,1015,764,522,402,622
AGAP001560,protein coding gene,homeobox protein GSH,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
AGAP001561,protein coding gene,putative GPCR class a orphan receptor 5,213,153,168,129,121,145,60,150,20,139,134,141,82,81,103
AGAP001562,protein coding gene,putative GPCR class b orphan receptor 3,377,422,383,357,350,339,209,360,165,250,296,277,215,148,234
AGAP001563,protein coding gene,glycerol kinase,1319,1328,1097,1529,1071,1147,597,855,313,1001,1556,639,874,677,735
AGAP001564,protein coding gene,DNA polymerase sigma,5061,3861,3436,4271,3958,4004,3171,4573,1970,4295,5169,3811,3189,2257,3078
AGAP001565,protein coding gene,vacuolar protein sorting-associated protein,171,144,121,131,127,102,106,198,111,117,141,120,72,52,89
AGAP001566,protein coding gene,UNC80 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4GD04],2215,1848,1971,1652,1589,1750,765,1882,551,1481,1577,1347,1066,787,965
AGAP001567,ncRNA gene,unspecified product,2,1,0,1,1,0,4,0,0,0,2,0,0,0,2
AGAP001568,protein coding gene,"chromatin assembly factor 1, p180-subunit",3,0,2,1,0,5,3,5,2,3,4,2,0,1,2
AGAP001569,protein coding gene,myosin alkali light chain 1,29977,29988,35101,38031,34262,36647,35000,32977,27383,24489,33191,24428,19307,14730,17926
AGAP001570,protein coding gene,microtubule-associated protein tau,930,907,863,962,892,957,575,951,423,725,776,734,653,408,637
AGAP001572,protein coding gene,unspecified product,59,30,39,39,56,27,10,37,7,53,63,68,50,28,57
AGAP001573,protein coding gene,Ras-related C3 botulinum toxin substrate 1,266,198,175,175,157,144,130,251,44,302,279,208,127,116,154
AGAP001581,protein coding gene,unspecified product,214,165,150,173,121,181,42,188,33,134,162,109,108,63,90
AGAP001582,protein coding gene,unspecified product,1200,887,1142,1162,1455,898,1083,1545,1638,1165,1345,1004,543,602,668
AGAP001583,protein coding gene,unspecified product,1149,859,843,771,745,715,414,916,183,953,1400,781,530,422,543
AGAP001584,protein coding gene,U1 small nuclear ribonucleoprotein C [Source:UniProtKB/Swiss-Prot;Acc:Q7PXU6],235,228,182,197,187,194,123,263,52,271,214,227,130,108,136
AGAP001585,protein coding gene,deoxynucleoside kinase,292,284,232,220,210,279,139,276,60,298,312,201,175,140,209
AGAP001586,protein coding gene,CUE domain-containing protein 2,260,234,194,196,135,175,148,251,113,201,232,184,130,87,126
AGAP001587,protein coding gene,V-type H+-transporting ATPase subunit I,2680,2294,1736,1685,1800,1812,754,1649,238,1658,1815,1739,1131,1058,1427
AGAP001588,protein coding gene,V-type H+-transporting ATPase subunit I,3172,2185,1828,2591,3012,2625,780,2496,295,1723,2020,2446,2485,1666,2984
AGAP001589,protein coding gene,Methylthioribose-1-phosphate isomerase [Source:UniProtKB/Swiss-Prot;Acc:Q7PKS9],159,151,122,137,114,134,80,179,38,168,118,131,81,75,87
AGAP001590,protein coding gene,unspecified product,307,295,264,192,139,211,134,288,57,152,244,182,113,110,100
AGAP001591,protein coding gene,unspecified product,50,40,28,26,10,24,19,19,2,25,24,25,8,4,11
AGAP001592,protein coding gene,putative tachykinin receptor 2,63,74,57,47,45,53,24,51,8,27,31,41,25,15,25
AGAP001593,protein coding gene,homeobox protein goosecoid,3,0,4,5,3,2,0,4,0,5,4,7,2,0,1
AGAP001594,protein coding gene,unspecified product,173,171,190,112,120,114,68,228,89,103,116,140,73,54,55
AGAP001595,protein coding gene,40S ribosomal protein S29,9279,9214,7560,8486,9157,6569,4258,9108,2474,8991,9505,8778,4286,4365,6244
AGAP001596,protein coding gene,unspecified product,1,1,0,1,2,0,0,0,0,0,2,2,0,2,2
AGAP001597,protein coding gene,Chitin-binding type-2 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4GCK4],448,258,255,184,205,329,60,252,62,169,175,119,138,98,148
AGAP001598,protein coding gene,unspecified product,13,5,2,1,4,9,2,1,1,0,1,1,4,2,0
AGAP001599,protein coding gene,unspecified product,0,0,0,2,2,2,1,0,1,0,0,0,0,1,0
AGAP001600,protein coding gene,Ser/Thr protein phosphatase/nucleotidase,436,342,245,382,341,317,182,421,76,558,368,302,285,220,336
AGAP001601,protein coding gene,Ser/Thr protein phosphatase/nucleotidase,574,484,261,392,448,385,132,613,124,340,406,286,297,304,510
AGAP001602,protein coding gene,unspecified product,12,7,5,1,5,7,4,4,1,3,0,2,1,6,2
AGAP001603,protein coding gene,mitochondrial 18 kDa protein,329,270,232,251,199,323,138,216,150,178,216,184,104,94,156
AGAP001604,protein coding gene,protein-tyrosine phosphatase,3411,2600,2481,1924,2163,1914,1177,2463,412,2235,3344,2079,1329,1131,1467
AGAP001605,ncRNA gene,unspecified product,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
AGAP001606,protein coding gene,5-oxoprolinase (ATP-hydrolysing) [Source:UniProtKB/TrEMBL;Acc:Q8T5H1],2057,1422,1565,1001,1212,1102,370,1275,208,1092,896,1275,902,618,935
AGAP001608,protein coding gene,unspecified product,3031,1989,1823,1574,1383,2004,585,1747,231,1394,1589,1107,1238,808,1054
AGAP001609,protein coding gene,E3 ubiquitin-protein ligase MYLIP,771,651,544,354,341,505,222,540,102,844,1439,557,270,177,347
AGAP001610,protein coding gene,unspecified product,180,996,312,357,242,469,2570,702,428,850,2835,727,61,81,40
AGAP001611,protein coding gene,Diphosphomevalonate decarboxylase [Source:UniProtKB/TrEMBL;Acc:Q7PXV2],55,76,49,36,34,62,26,59,9,76,84,50,15,15,22
AGAP001612,protein coding gene,peroxin 6,328,328,280,223,231,264,126,304,48,297,268,269,127,120,203
AGAP001613,protein coding gene,unspecified product,934,921,767,598,475,798,369,798,139,889,800,572,330,322,468
AGAP001614,protein coding gene,unspecified product,47,33,35,32,26,33,16,43,7,41,34,31,20,13,21
AGAP001615,protein coding gene,unspecified product,278,243,195,203,169,207,104,285,56,216,206,212,124,81,158
AGAP001616,protein coding gene,unspecified product,943,1035,887,671,312,1318,311,729,207,766,414,311,284,167,185
